0,5.8,2.7,4.1,1.0,0.0,1.0,0.0
1,4.4,3.0,1.3,0.2,1.0,0.0,0.0
2,5.0,2.3,3.3,1.0,0.0,1.0,0.0
3,6.2,2.9,4.3,1.3,0.0,1.0,0.0
4,5.6,2.5,3.9,1.1,0.0,1.0,0.0
5,5.4,3.0,4.5,1.5,0.0,1.0,0.0
6,6.7,3.0,5.0,1.7,0.0,1.0,0.0
7,6.5,3.0,5.5,1.8,0.0,0.0,1.0
8,6.6,3.0,4.4,1.4,0.0,1.0,0.0
9,5.4,3.7,1.5,0.2,1.0,0.0,0.0
10,5.1,3.8,1.9,0.4,1.0,0.0,0.0
11,4.9,3.6,1.4,0.1,1.0,0.0,0.0
12,6.1,3.0,4.9,1.8,0.0,0.0,1.0
13,6.4,3.2,5.3,2.3,0.0,0.0,1.0
14,5.2,3.5,1.5,0.2,1.0,0.0,0.0
15,5.8,2.8,5.1,2.4,0.0,0.0,1.0
16,6.7,3.3,5.7,2.5,0.0,0.0,1.0
17,5.8,4.0,1.2,0.2,1.0,0.0,0.0
18,4.7,3.2,1.6,0.2,1.0,0.0,0.0
19,5.0,3.4,1.6,0.4,1.0,0.0,0.0
20,6.1,2.8,4.7,1.2,0.0,1.0,0.0
21,6.0,2.9,4.5,1.5,0.0,1.0,0.0
22,6.3,3.3,4.7,1.6,0.0,1.0,0.0
23,5.4,3.4,1.7,0.2,1.0,0.0,0.0
24,5.0,2.0,3.5,1.0,0.0,1.0,0.0
25,5.1,2.5,3.0,1.1,0.0,1.0,0.0
26,5.7,2.8,4.1,1.3,0.0,1.0,0.0
27,5.6,2.8,4.9,2.0,0.0,0.0,1.0
28,4.9,3.1,1.5,0.1,1.0,0.0,0.0
29,5.5,3.5,1.3,0.2,1.0,0.0,0.0
30,6.8,3.2,5.9,2.3,0.0,0.0,1.0
31,7.3,2.9,6.3,1.8,0.0,0.0,1.0
32,5.5,2.3,4.0,1.3,0.0,1.0,0.0
33,7.6,3.0,6.6,2.1,0.0,0.0,1.0
34,5.0,3.4,1.5,0.2,1.0,0.0,0.0
35,6.0,2.2,5.0,1.5,0.0,0.0,1.0
36,7.0,3.2,4.7,1.4,0.0,1.0,0.0
37,5.1,3.8,1.5,0.3,1.0,0.0,0.0
38,4.6,3.2,1.4,0.2,1.0,0.0,0.0
39,6.3,3.4,5.6,2.4,0.0,0.0,1.0
