1,5.1,3.5,1.4,0.2,1,0,0
143,5.8,2.7,5.1,1.9,0,0,1
2,4.9,3.0,1.4,0.2,1,0,0
29,5.2,3.4,1.4,0.2,1,0,0
79,6.0,2.9,4.5,1.5,0,1,0
15,5.8,4.0,1.2,0.2,1,0,0
38,4.9,3.1,1.5,0.1,1,0,0
148,6.5,3.0,5.2,2.0,0,0,1
42,4.5,2.3,1.3,0.3,1,0,0
63,6.0,2.2,4.0,1.0,0,1,0
134,6.3,2.8,5.1,1.5,0,0,1
32,5.4,3.4,1.5,0.4,1,0,0
88,6.3,2.3,4.4,1.3,0,1,0
71,5.9,3.2,4.8,1.8,0,1,0
106,7.6,3.0,6.6,2.1,0,0,1
41,5.0,3.5,1.3,0.3,1,0,0
150,5.9,3.0,5.1,1.8,0,0,1
17,5.4,3.9,1.3,0.4,1,0,0
128,6.1,3.0,4.9,1.8,0,0,1
30,4.7,3.2,1.6,0.2,1,0,0
110,7.2,3.6,6.1,2.5,0,0,1
125,6.7,3.3,5.7,2.1,0,0,1
100,5.7,2.8,4.1,1.3,0,1,0
117,6.5,3.0,5.5,1.8,0,0,1
40,5.1,3.4,1.5,0.2,1,0,0
116,6.4,3.2,5.3,2.3,0,0,1
28,5.2,3.5,1.5,0.2,1,0,0
70,5.6,2.5,3.9,1.1,0,1,0
114,5.7,2.5,5.0,2.0,0,0,1
91,5.5,2.6,4.4,1.2,0,1,0
98,6.2,2.9,4.3,1.3,0,1,0
144,6.8,3.2,5.9,2.3,0,0,1
66,6.7,3.1,4.4,1.4,0,1,0
7,4.6,3.4,1.4,0.3,1,0,0
113,6.8,3.0,5.5,2.1,0,0,1
59,6.6,2.9,4.6,1.3,0,1,0
10,4.9,3.1,1.5,0.1,1,0,0
126,7.2,3.2,6.0,1.8,0,0,1
56,5.7,2.8,4.5,1.3,0,1,0
55,6.5,2.8,4.6,1.5,0,1,0
92,6.1,3.0,4.6,1.4,0,1,0
9,4.4,2.9,1.4,0.2,1,0,0
35,4.9,3.1,1.5,0.1,1,0,0
101,6.3,3.3,6.0,2.5,0,0,1
68,5.8,2.7,4.1,1.0,0,1,0
49,5.3,3.7,1.5,0.2,1,0,0
37,5.5,3.5,1.3,0.2,1,0,0
89,5.6,3.0,4.1,1.3,0,1,0
44,5.0,3.5,1.6,0.6,1,0,0
60,5.2,2.7,3.9,1.4,0,1,0
115,5.8,2.8,5.1,2.4,0,0,1
23,4.6,3.6,1.0,0.2,1,0,0
136,7.7,3.0,6.1,2.3,0,0,1
13,4.8,3.0,1.4,0.1,1,0,0
45,5.1,3.8,1.9,0.4,1,0,0
85,5.4,3.0,4.5,1.5,0,1,0
46,4.8,3.0,1.4,0.3,1,0,0
94,5.0,2.3,3.3,1.0,0,1,0
132,7.9,3.8,6.4,2.0,0,0,1
93,5.8,2.6,4.0,1.2,0,1,0
74,6.1,2.8,4.7,1.2,0,1,0
102,5.8,2.7,5.1,1.9,0,0,1
50,5.0,3.3,1.4,0.2,1,0,0
33,5.2,4.1,1.5,0.1,1,0,0
90,5.5,2.5,4.0,1.3,0,1,0
146,6.7,3.0,5.2,2.3,0,0,1
3,4.7,3.2,1.3,0.2,1,0,0
31,4.8,3.1,1.6,0.2,1,0,0
127,6.2,2.8,4.8,1.8,0,0,1
12,4.8,3.4,1.6,0.2,1,0,0
57,6.3,3.3,4.7,1.6,0,1,0
95,5.6,2.7,4.2,1.3,0,1,0
53,6.9,3.1,4.9,1.5,0,1,0
118,7.7,3.8,6.7,2.2,0,0,1
131,7.4,2.8,6.1,1.9,0,0,1
104,6.3,2.9,5.6,1.8,0,0,1
107,4.9,2.5,4.5,1.7,0,0,1
5,5.0,3.6,1.4,0.2,1,0,0
130,7.2,3.0,5.8,1.6,0,0,1
67,5.6,3.0,4.5,1.5,0,1,0
52,6.4,3.2,4.5,1.5,0,1,0
48,4.6,3.2,1.4,0.2,1,0,0
73,6.3,2.5,4.9,1.5,0,1,0
61,5.0,2.0,3.5,1.0,0,1,0
96,5.7,3.0,4.2,1.2,0,1,0
112,6.4,2.7,5.3,1.9,0,0,1
147,6.3,2.5,5.0,1.9,0,0,1
54,5.5,2.3,4.0,1.3,0,1,0
26,5.0,3.0,1.6,0.2,1,0,0
129,6.4,2.8,5.6,2.1,0,0,1
20,5.1,3.8,1.5,0.3,1,0,0
120,6.0,2.2,5.0,1.5,0,0,1
72,6.1,2.8,4.0,1.3,0,1,0
8,5.0,3.4,1.5,0.2,1,0,0
87,6.7,3.1,4.7,1.5,0,1,0
139,6.0,3.0,4.8,1.8,0,0,1
