0,7.4,2.8,6.1,1.9,0.0,0.0,1.0
1,5.6,3.0,4.5,1.5,0.0,1.0,0.0
2,6.5,3.0,5.8,2.2,0.0,0.0,1.0
3,5.1,3.4,1.5,0.2,1.0,0.0,0.0
4,6.5,3.2,5.1,2.0,0.0,0.0,1.0
5,5.2,4.1,1.5,0.1,1.0,0.0,0.0
6,5.7,2.5,5.0,2.0,0.0,0.0,1.0
7,4.4,3.2,1.3,0.2,1.0,0.0,0.0
8,5.4,3.9,1.7,0.4,1.0,0.0,0.0
9,5.2,2.7,3.9,1.4,0.0,1.0,0.0
10,6.3,2.8,5.1,1.5,0.0,0.0,1.0
11,6.3,3.3,6.0,2.5,0.0,0.0,1.0
12,5.0,3.3,1.4,0.2,1.0,0.0,0.0
13,4.8,3.4,1.9,0.2,1.0,0.0,0.0
14,4.5,2.3,1.3,0.3,1.0,0.0,0.0
15,6.8,2.8,4.8,1.4,0.0,1.0,0.0
16,5.6,3.0,4.1,1.3,0.0,1.0,0.0
17,5.9,3.0,5.1,1.8,0.0,0.0,1.0
18,5.7,4.4,1.5,0.4,1.0,0.0,0.0
19,7.2,3.0,5.8,1.6,0.0,0.0,1.0
20,5.5,2.4,3.8,1.1,0.0,1.0,0.0
21,6.8,3.0,5.5,2.1,0.0,0.0,1.0
22,6.1,2.8,4.0,1.3,0.0,1.0,0.0
23,5.0,3.5,1.3,0.3,1.0,0.0,0.0
24,6.3,2.5,4.9,1.5,0.0,1.0,0.0
25,4.4,2.9,1.4,0.2,1.0,0.0,0.0
26,6.4,2.8,5.6,2.2,0.0,0.0,1.0
27,6.6,2.9,4.6,1.3,0.0,1.0,0.0
28,5.6,2.7,4.2,1.3,0.0,1.0,0.0
29,5.7,2.6,3.5,1.0,0.0,1.0,0.0
30,6.4,2.8,5.6,2.1,0.0,0.0,1.0
31,6.4,2.9,4.3,1.3,0.0,1.0,0.0
32,4.6,3.6,1.0,0.2,1.0,0.0,0.0
33,5.1,3.7,1.5,0.4,1.0,0.0,0.0
34,5.1,3.5,1.4,0.2,1.0,0.0,0.0
35,5.8,2.6,4.0,1.2,0.0,1.0,0.0
36,4.6,3.1,1.5,0.2,1.0,0.0,0.0
37,5.5,2.6,4.4,1.2,0.0,1.0,0.0
38,6.7,3.3,5.7,2.1,0.0,0.0,1.0
39,4.8,3.4,1.6,0.2,1.0,0.0,0.0
40,5.0,3.5,1.6,0.6,1.0,0.0,0.0
41,6.7,3.1,5.6,2.4,0.0,0.0,1.0
42,5.9,3.2,4.8,1.8,0.0,1.0,0.0
43,6.0,2.2,5.0,1.5,0.0,0.0,1.0
44,6.3,3.3,4.7,1.6,0.0,1.0,0.0
45,6.4,3.2,5.3,2.3,0.0,0.0,1.0
46,5.0,2.0,3.5,1.0,0.0,1.0,0.0
